year,uf,code,name,estimated_births,rate,estimated_missing,source_table
2024,PB,2501351,Assunção,58,0.0031,0.001798,1.2
2024,PB,2501401,Baía da Traição,162,0.0029,0.004698,1.2
2024,PB,2501500,Bananeiras,257.01,1.17,3.007017,1.2
2024,PB,2501534,Baraúna,57,0.0023,0.001311,1.2
2024,PB,2501575,Barra de Santana,97,0.0036,0.003492,1.2
2024,PB,2501609,Barra de Santa Rosa,132.01,0.0039,0.005148,1.2
2024,PB,2501708,Barra de São Miguel,88,0.0053,0.004664,1.2
2024,PB,2501807,Bayeux,1075.04,0.376,4.04215,1.2
2024,PB,2501906,Belém,190,0.5285,1.00415,1.2
2024,PB,2502003,Belém do Brejo do Cruz,49,2.0461,1.002589,1.2
2024,PB,2502052,Bernardino Batista,44,0.0019,0.000836,1.2
2024,PB,2502102,Boa Ventura,50,0.0038,0.0019,1.2
2024,PB,2502151,Boa Vista,74,0.0024,0.001776,1.2
2024,PB,2502201,Bom Jesus,22,4.5471,1.000362,1.2
2024,PB,2502300,Bom Sucesso,41,0.0021,0.000861,1.2
2024,PB,2502409,Bonito de Santa Fé,112,8.0386,9.003232,1.2
2024,PB,2502508,Boqueirão,216,0.9279,2.004264,1.2
2024,PB,2502607,Igaracy,54,0.0031,0.001674,1.2
2024,PB,2502706,Borborema,71,0.0023,0.001633,1.2
2024,PB,2502805,Brejo do Cruz,156,0.0032,0.004992,1.2
2024,PB,2502904,Brejo dos Santos,72,1.3907,1.001304,1.2
2024,PB,2503001,Caaporã,274.01,0.733,2.008493,1.2
2024,PB,2503100,Cabaceiras,53,0.0025,0.001325,1.2
2024,PB,2503209,Cabedelo,789.01,0.5084,4.011327,1.2
2024,PB,2503308,Cachoeira dos Índios,98,3.0639,3.002622,1.2
2024,PB,2503407,Cacimba de Areia,52,0.0028,0.001456,1.2
2024,PB,2503506,Cacimba de Dentro,178.01,0.565,1.005756,1.2
2024,PB,2503555,Cacimbas,119.01,0.0047,0.005593,1.2
2024,PB,2503605,Caiçara,73.01,1.3809,1.008195,1.2
2024,PB,2503704,Cajazeiras,715.02,1.2609,9.015687,1.2
2024,PB,2503753,Cajazeirinhas,44,0.0053,0.002332,1.2
2024,PB,2503803,Caldas Brandão,79,0.0043,0.003397,1.2
2024,PB,2503902,Camalaú,71,0.0038,0.002698,1.2
2024,PB,2504009,Campina Grande,5383.05,0.1867,10.050154,1.2
2024,PB,2504033,Capim,123,0.0029,0.003567,1.2
2024,PB,2504074,Caraúbas,59,0.0058,0.003422,1.2
2024,PB,2504108,Carrapateira,20,0.0018,0.00036,1.2
2024,PB,2504157,Casserengue,90,0.0031,0.00279,1.2
2024,PB,2504207,Catingueira,39,0.0093,0.003627,1.2
2024,PB,2504306,Catolé do Rocha,335.01,0.0027,0.009045,1.2
2024,PB,2504355,Caturité,69,0.002,0.00138,1.2
2024,PB,2504405,Conceição,201.01,1.9937,4.007536,1.2
2024,PB,2504504,Condado,60,0.0026,0.00156,1.2
2024,PB,2504603,Conde,451.01,0.4464,2.013309,1.2
2024,PB,2504702,Congo,79,0.0041,0.003239,1.2
2024,PB,2504801,Coremas,141,1.4216,2.004456,1.2
2024,PB,2504850,Coxixola,20,0.0012,0.00024,1.2
2024,PB,2504900,Cruz do Espírito Santo,217.01,0.0029,0.006293,1.2
2024,PB,2505006,Cubati,95,0.0034,0.00323,1.2
2024,PB,2505105,Cuité,210,0.0021,0.00441,1.2
2024,PB,2505204,Cuitegi,101,0.9933,1.003233,1.2
2024,PB,2505238,Cuité de Mamanguape,77,0.0028,0.002156,1.2
2024,PB,2505279,Curral de Cima,64,0.0028,0.001792,1.2
2024,PB,2505303,Curral Velho,15,0.0038,0.00057,1.2
2024,PB,2505352,Damião,49,0.0031,0.001519,1.2
2024,PB,2505402,Desterro,109,0.003,0.00327,1.2
2024,PB,2505501,Vista Serrana,28,0.0019,0.000532,1.2
2024,PB,2505600,Diamante,66,0.004,0.00264,1.2
2024,PB,2505709,Dona Inês,134,0.0035,0.00469,1.2
2024,PB,2505808,Duas Estradas,35,0.0045,0.001575,1.2
2024,PB,2505907,Emas,42,0.004,0.00168,1.2
2024,PB,2506004,Esperança,406.01,0.7414,3.010158,1.2
2024,PB,2506103,Fagundes,148,0.0027,0.003996,1.2
2024,PB,2506202,Frei Martinho,25,0.0024,0.0006,1.2
2024,PB,2506251,Gado Bravo,121,0.003,0.00363,1.2
2024,PB,2506301,Guarabira,737.02,0.5452,4.018233,1.2
2024,PB,2506400,Gurinhém,163.01,0.0032,0.005216,1.2
2024,PB,2506509,Gurjão,30,0.0037,0.00111,1.2
2024,PB,2506608,Ibiara,61,0.0025,0.001525,1.2
2024,PB,2506707,Imaculada,119,0.8432,1.003408,1.2
2024,PB,2506806,Ingá,248.01,0.0021,0.005208,1.2
2024,PB,2506905,Itabaiana,265.01,0.0023,0.006095,1.2
2024,PB,2507002,Itaporanga,282.01,0.7111,2.005373,1.2
2024,PB,2507101,Itapororoca,261.01,0.0027,0.007047,1.2
2024,PB,2507200,Itatuba,138.01,0.0038,0.005244,1.2
2024,PB,2507309,Jacaraú,198,0.0019,0.003762,1.2
2024,PB,2507408,Jericó,68,0.0022,0.001496,1.2
2024,PB,2507507,João Pessoa,10632.43,0.352,37.426154,1.2
2024,PB,2507606,Juarez Távora,85,0.0026,0.00221,1.2
2024,PB,2507705,Juazeirinho,258.01,0.7785,2.008608,1.2
2024,PB,2507804,Junco do Seridó,79,0.0022,0.001738,1.2
2024,PB,2507903,Juripiranga,149.01,0.0043,0.006407,1.2
2024,PB,2508000,Juru,105.01,0.0048,0.00504,1.2
2024,PB,2508109,Lagoa,47,2.1308,1.001476,1.2
2024,PB,2508208,Lagoa de Dentro,88,0.0033,0.002904,1.2
2024,PB,2508307,Lagoa Seca,337.01,0.003,0.01011,1.2
2024,PB,2508406,Lastro,36,0.0021,0.000756,1.2
2024,PB,2508505,Livramento,83,0.0044,0.003652,1.2
2024,PB,2508554,Logradouro,41,0.0024,0.000984,1.2
2024,PB,2508604,Lucena,208,0.0024,0.004992,1.2
2024,PB,2508703,Mãe d'Água,33,0.0026,0.000858,1.2
2024,PB,2508802,Malta,66,0.0021,0.001386,1.2
2024,PB,2508901,Mamanguape,696.02,0.4345,3.024207,1.2
2024,PB,2509008,Manaíra,137,0.733,1.00421,1.2
2024,PB,2509057,Marcação,163,0.6164,1.004732,1.2
2024,PB,2509107,Mari,283.01,0.0044,0.012452,1.2
2024,PB,2509156,Marizópolis,65,0.0022,0.00143,1.2
2024,PB,2509206,Massaranduba,165,0.0023,0.003795,1.2
2024,PB,2509305,Mataraca,148,0.6779,1.003292,1.2
2024,PB,2509339,Matinhas,69,0.0032,0.002208,1.2
2024,PB,2509370,Mato Grosso,25,0.0029,0.000725,1.2
2024,PB,2509396,Maturéia,110,0.002,0.0022,1.2
2024,PB,2509404,Mogeiro,189.01,0.5318,1.005155,1.2
2024,PB,2509503,Montadas,79,0.0034,0.002686,1.2
2024,PB,2509602,Monte Horebe,65,0.0047,0.003055,1.2
2024,PB,2509701,Monteiro,423.01,0.002,0.00846,1.2
2024,PB,2509800,Mulungu,106,0.0035,0.00371,1.2
2024,PB,2509909,Natuba,93,1.0792,1.003656,1.2
2024,PB,2510006,Nazarezinho,95,1.0557,1.002915,1.2
2024,PB,2510105,Nova Floresta,102,0.0039,0.003978,1.2
2024,PB,2510204,Nova Olinda,78,1.2839,1.001442,1.2
2024,PB,2510303,Nova Palmeira,41,0.0026,0.001066,1.2
2024,PB,2510402,Olho d'Água,70,1.4334,1.00338,1.2
2024,PB,2510501,Olivedos,36,0.0025,0.0009,1.2
2024,PB,2510600,Ouro Velho,32,0.0024,0.000768,1.2
2024,PB,2510659,Parari,13,0.0056,0.000728,1.2
2024,PB,2510709,Passagem,29,0.0037,0.001073,1.2
2024,PB,2510808,Patos,1269.03,0.2391,3.034251,1.2
2024,PB,2510907,Paulista,127,0.0027,0.003429,1.2
2024,PB,2511004,Pedra Branca,32,0.002,0.00064,1.2
2024,PB,2511103,Pedra Lavrada,57,1.758,1.00206,1.2
2024,PB,2511202,Pedras de Fogo,380.01,0.2649,1.006646,1.2
2024,PB,2511301,Piancó,140,0.0022,0.00308,1.2
2024,PB,2511400,Picuí,217,0.463,1.00471,1.2
2024,PB,2511509,Pilar,164.01,0.0041,0.006724,1.2
2024,PB,2511608,Pilões,109.01,0.0053,0.005778,1.2
2024,PB,2511707,Pilõezinhos,71,0.0051,0.003621,1.2
2024,PB,2511806,Pirpirituba,122,0.8223,1.003206,1.2
2024,PB,2511905,Pitimbu,207.01,1.4539,3.009718,1.2
2024,PB,2512002,Pocinhos,229.01,0.004,0.00916,1.2
2024,PB,2512036,Poço Dantas,49,0.002,0.00098,1.2
2024,PB,2512077,Poço de José de Moura,35,0.0019,0.000665,1.2
2024,PB,2512101,Pombal,331.01,0.002,0.00662,1.2
2024,PB,2512200,Prata,43,0.0027,0.001161,1.2
2024,PB,2512309,Princesa Isabel,261,0.3849,1.004589,1.2
2024,PB,2512408,Puxinanã,172.01,0.5843,1.005054,1.2
2024,PB,2512507,Queimadas,569.01,0.1781,1.013407,1.2
2024,PB,2512606,Quixaba,19,5.2657,1.000483,1.2
2024,PB,2512705,Remígio,204.01,0.9839,2.007254,1.2
2024,PB,2512721,Pedro Régis,61,1.642,1.00162,1.2
2024,PB,2512747,Riachão,32,0.0031,0.000992,1.2
2024,PB,2512754,Riachão do Bacamarte,55,0.0034,0.00187,1.2
2024,PB,2512762,Riachão do Poço,62,0.0035,0.00217,1.2
2024,PB,2512788,Riacho de Santo Antônio,31,3.2284,1.000804,1.2
2024,PB,2512804,Riacho dos Cavalos,82,0.0031,0.002542,1.2
2024,PB,2512903,Rio Tinto,344.01,0.0019,0.006536,1.2
2024,PB,2513000,Salgadinho,40,0.004,0.0016,1.2
2024,PB,2513109,Salgado de São Félix,127,0.0034,0.004318,1.2
2024,PB,2513158,Santa Cecília,115,0.0031,0.003565,1.2
2024,PB,2513208,Santa Cruz,71,0.002,0.00142,1.2
2024,PB,2513307,Santa Helena,47,2.1293,1.000771,1.2
2024,PB,2513356,Santa Inês,42,0.0071,0.002982,1.2
2024,PB,2513406,Santa Luzia,197,0.0017,0.003349,1.2
2024,PB,2513505,Santana de Mangueira,60,0.0026,0.00156,1.2
2024,PB,2513604,Santana dos Garrotes,66,0.0029,0.001914,1.2
2024,PB,2513653,Joca Claudino,22,0.0019,0.000418,1.2
2024,PB,2513703,Santa Rita,1869.04,0.4304,8.044348,1.2
2024,PB,2513802,Santa Teresinha,52,0.0027,0.001404,1.2
2024,PB,2513851,Santo André,27,0.0026,0.000702,1.2
2024,PB,2513901,São Bento,389.01,0.7749,3.014438,1.2
2024,PB,2513927,São Bentinho,58,0.0026,0.001508,1.2
2024,PB,2513943,São Domingos do Cariri,22,0.0034,0.000748,1.2
2024,PB,2513968,São Domingos,30,0.0046,0.00138,1.2
2024,PB,2513984,São Francisco,45,0.0021,0.000945,1.2
2024,PB,2514008,São João do Cariri,36,0.0037,0.001332,1.2
2024,PB,2514107,São João do Tigre,50,0.0057,0.00285,1.2
2024,PB,2514206,São José da Lagoa Tapada,71,0.0027,0.001917,1.2
2024,PB,2514305,São José de Caiana,66,0.0031,0.002046,1.2
2024,PB,2514404,São José de Espinharas,44,0.0072,0.003168,1.2
2024,PB,2514453,São José dos Ramos,75,0.002,0.0015,1.2
2024,PB,2514503,São José de Piranhas,220,0.0021,0.00462,1.2
2024,PB,2514552,São José de Princesa,21,0.0025,0.000525,1.2
2024,PB,2514602,São José do Bonfim,56,0.0027,0.001512,1.2
2024,PB,2514651,São José do Brejo do Cruz,17,5.8857,1.000569,1.2
2024,PB,2514701,São José do Sabugi,34,0.0024,0.000816,1.2
2024,PB,2514800,São José dos Cordeiros,37,0.0053,0.001961,1.2
2024,PB,2514909,São Mamede,82,0.0035,0.00287,1.2
2024,PB,2515005,São Miguel de Taipu,90,0.0028,0.00252,1.2
2024,PB,2515104,São Sebastião de Lagoa de Roça,113,0.0031,0.003503,1.2
2024,PB,2515203,São Sebastião do Umbuzeiro,40,0.0034,0.00136,1.2
2024,PB,2515302,Sapé,656.03,0.1563,1.025375,1.2
2024,PB,2515401,São Vicente do Seridó,148,14.1918,21.003864,1.2
2024,PB,2515500,Serra Branca,137,0.0024,0.003288,1.2
2024,PB,2515609,Serra da Raiz,31,0.0069,0.002139,1.2
2024,PB,2515708,Serra Grande,29,0.0033,0.000957,1.2
2024,PB,2515807,Serra Redonda,90,0.003,0.0027,1.2
2024,PB,2515906,Serraria,53,0.0027,0.001431,1.2
2024,PB,2515930,Sertãozinho,73,0.0022,0.001606,1.2
2024,PB,2515971,Sobrado,101,0.0035,0.003535,1.2
2024,PB,2516003,Solânea,330.01,23.3359,77.010804,1.2
2024,PB,2516102,Soledade,182.01,0.0038,0.006916,1.2
2024,PB,2516151,Sossêgo,53,0.004,0.00212,1.2
2024,PB,2516201,Sousa,863.02,0.6976,6.020428,1.2
2024,PB,2516300,Sumé,187,0.0024,0.004488,1.2
2024,PB,2516409,Tacima,98,0.0029,0.002842,1.2
2024,PB,2516508,Taperoá,172.01,0.0038,0.006536,1.2
2024,PB,2516607,Tavares,160,0.0019,0.00304,1.2
2024,PB,2516706,Teixeira,227.01,0.8833,2.005179,1.2
2024,PB,2516755,Tenório,56,0.002,0.00112,1.2
2024,PB,2516805,Triunfo,78,0.0021,0.001638,1.2
2024,PB,2516904,Uiraúna,141,0.0017,0.002397,1.2
2024,PB,2517001,Umbuzeiro,115,0.8714,1.00211,1.2
2024,PB,2517100,Várzea,21,4.7629,1.000209,1.2
2024,PB,2517209,Vieirópolis,40,0.003,0.0012,1.2
2024,PB,2517407,Zabelê,23,0.0027,0.000621,1.2
2024,PE,2600054,Abreu e Lima,1073.05,1.589,17.050764,1.2
2024,PE,2600104,Afogados da Ingazeira,495.02,0.2065,1.022216,1.2
2024,PE,2600203,Afrânio,227.01,2.2081,5.012608,1.2
2024,PE,2600302,Agrestina,326.02,0.9276,3.024162,1.2
2024,PE,2600401,Água Preta,331.02,0.9131,3.022544,1.2
2024,PE,2600500,Águas Belas,659.04,1.0687,7.04316,1.2
2024,PE,2600609,Alagoinha,172.01,0.004,0.00688,1.2
2024,PE,2600708,Aliança,449.03,0.4514,2.026921,1.2
2024,PE,2600807,Altinho,218.01,0.0056,0.012209,1.2
2024,PE,2600906,Amaraji,238.02,2.5276,6.016194,1.2
2024,PE,2601003,Angelim,128.01,1.5665,2.005277,1.2
2024,PE,2601052,Araçoiaba,256.01,0.3965,1.01508,1.2
2024,PE,2601102,Araripina,1286.09,0.0848,1.090604,1.2
2024,PE,2601201,Arcoverde,939.05,3.8393,36.052947,1.2
2024,PE,2601300,Barra de Guabiraba,149.01,0.0072,0.010729,1.2
2024,PE,2601409,Barreiros,564.05,1.4272,8.050122,1.2
2024,PE,2601508,Belém de Maria,116.01,0.8665,1.005227,1.2
2024,PE,2601607,Belém do São Francisco,275.02,1.0995,3.023845,1.2
2024,PE,2601706,Belo Jardim,1146.06,0.4413,5.057563,1.2
2024,PE,2601805,Betânia,164.02,0.0111,0.018206,1.2
2024,PE,2601904,Bezerros,627.03,0.4836,3.032317,1.2
2024,PE,2602001,Bodocó,502.03,0.8032,4.032305,1.2
2024,PE,2602100,Bom Conselho,561.04,1.0759,6.036229,1.2
2024,PE,2602209,Bom Jardim,336.02,0.3025,1.01646,1.2
2024,PE,2602308,Bonito,565.05,0.8931,5.046462,1.2
2024,PE,2602407,Brejão,146.01,1.3745,2.006907,1.2
2024,PE,2602506,Brejinho,103.01,5.8304,6.005895,1.2
2024,PE,2602605,Brejo da Madre de Deus,756.05,1.0646,8.048908,1.2
2024,PE,2602704,Buenos Aires,133.01,0.7567,1.006487,1.2
2024,PE,2602803,Buíque,709.05,0.5708,4.047257,1.2
2024,PE,2602902,Cabo de Santo Agostinho,2464.11,1.4249,35.111103,1.2
2024,PE,2603009,Cabrobó,479.03,0.4231,2.026776,1.2
2024,PE,2603108,Cachoeirinha,275.02,1.0991,3.022745,1.2
2024,PE,2603207,Caetés,444.03,0.2326,1.032814,1.2
2024,PE,2603306,Calçado,134.01,1.499,2.00881,1.2
2024,PE,2603405,Calumbi,78.01,12.8262,10.005719,1.2
2024,PE,2603454,Camaragibe,1736.07,0.6377,11.070918,1.2
2024,PE,2603504,Camocim de São Félix,200.01,0.0051,0.010201,1.2
2024,PE,2603603,Camutanga,91.02,9.905,9.015531,1.2
2024,PE,2603702,Canhotinho,296.02,0.3448,1.020677,1.2
2024,PE,2603801,Capoeiras,260.01,1.5422,4.009874,1.2
2024,PE,2603900,Carnaíba,211.01,0.0043,0.009073,1.2
2024,PE,2603926,Carnaubeira da Penha,240.01,5.0051,12.012741,1.2
2024,PE,2604007,Carpina,752.02,0.8,6.01616,1.2
2024,PE,2604106,Caruaru,5139.3,0.7646,39.295088,1.2
2024,PE,2604155,Casinhas,185.01,0.5466,1.011265,1.2
2024,PE,2604205,Catende,394.03,0.2604,1.026054,1.2
2024,PE,2604304,Cedro,116,0.8657,1.004212,1.2
2024,PE,2604403,Chã de Alegria,166.01,2.415,4.009142,1.2
2024,PE,2604502,Chã Grande,297.02,0.3424,1.016996,1.2
2024,PE,2604601,Condado,350.03,3.7221,13.028467,1.2
2024,PE,2604700,Correntes,182.02,0.0091,0.016564,1.2
2024,PE,2604809,Cortês,123.01,4.8848,6.008792,1.2
2024,PE,2604908,Cumaru,151.01,5.3035,8.008815,1.2
2024,PE,2605004,Cupira,350.03,0.2943,1.030138,1.2
2024,PE,2605103,Custódia,445.02,1.1276,5.018046,1.2
2024,PE,2605152,Dormentes,229.02,0.8805,2.016521,1.2
2024,PE,2605202,Escada,625.04,2.2459,14.037773,1.2
2024,PE,2605301,Exu,411.03,0.2497,1.026342,1.2
2024,PE,2605400,Feira Nova,279.02,1.0809,3.015927,1.2
2024,PE,2605459,Fernando de Noronha,42,2.3831,1.000902,1.2
2024,PE,2605509,Ferreiros,131.01,0.7691,1.007598,1.2
2024,PE,2605608,Flores,243.02,0.008,0.019442,1.2
2024,PE,2605707,Floresta,444.01,0.6786,3.013052,1.2
2024,PE,2605806,Frei Miguelinho,114.01,1.7598,2.006348,1.2
2024,PE,2605905,Gameleira,258.01,2.7176,7.01168,1.2
2024,PE,2606002,Garanhuns,1923.1,0.7329,14.0944,1.2
2024,PE,2606101,Glória do Goitá,363.02,0.5565,2.020206,1.2
2024,PE,2606200,Goiana,998.05,0.4061,4.053081,1.2
2024,PE,2606309,Granito,95,0.0051,0.004845,1.2
2024,PE,2606408,Gravatá,949.05,1.4808,14.053532,1.2
2024,PE,2606507,Iati,245.02,1.2308,3.015706,1.2
2024,PE,2606606,Ibimirim,353.04,1.1431,4.0356,1.2
2024,PE,2606705,Ibirajuba,72,0.0038,0.002736,1.2
2024,PE,2606804,Igarassu,1370.03,1.0238,14.026367,1.2
2024,PE,2606903,Iguaracy,98.01,0.0137,0.013427,1.2
2024,PE,2607000,Inajá,339.03,1.1886,4.029711,1.2
2024,PE,2607109,Ingazeira,56,0.0055,0.00308,1.2
2024,PE,2607208,Ipojuca,1583.09,1.7744,28.090349,1.2
2024,PE,2607307,Ipubi,505.04,0.4032,2.036321,1.2
2024,PE,2607406,Itacuruba,47,4.26,2.0022,1.2
2024,PE,2607505,Itaíba,407.03,1.2361,5.031298,1.2
2024,PE,2607604,Ilha de Itamaracá,225.02,3.562,8.015212,1.2
2024,PE,2607653,Itambé,325.02,0.0071,0.023076,1.2
2024,PE,2607703,Itapetim,171.01,6.4387,11.010821,1.2
2024,PE,2607752,Itapissuma,318.02,1.8922,6.017574,1.2
2024,PE,2607802,Itaquitinga,159.01,1.2651,2.011636,1.2
2024,PE,2607901,Jaboatão dos Guararapes,7314.6,1.7991,131.596969,1.2
2024,PE,2607950,Jaqueira,132.01,0.0076,0.010033,1.2
2024,PE,2608008,Jataúba,245.02,0.008,0.019602,1.2
2024,PE,2608057,Jatobá,164.01,2.4444,4.00906,1.2
2024,PE,2608107,João Alfredo,302.02,0.0055,0.016611,1.2
2024,PE,2608206,Joaquim Nabuco,151.01,3.3183,5.010965,1.2
2024,PE,2608255,Jucati,174.01,0.5815,1.011868,1.2
2024,PE,2608305,Jupi,268.02,1.8718,5.016798,1.2
2024,PE,2608404,Jurema,192.02,0.0088,0.016898,1.2
2024,PE,2608453,Lagoa do Carro,195.01,0.005,0.009751,1.2
2024,PE,2608503,Lagoa de Itaenga,255.02,2.3593,6.016687,1.2
2024,PE,2608602,Lagoa do Ouro,178.01,6.185,11.009918,1.2
2024,PE,2608701,Lagoa dos Gatos,162.01,0.6229,1.00916,1.2
2024,PE,2608750,Lagoa Grande,429.03,0.9384,4.026018,1.2
2024,PE,2608800,Lajedo,631.06,0.9595,6.055021,1.2
2024,PE,2608909,Limoeiro,549.03,0.7343,4.031527,1.2
2024,PE,2609006,Macaparana,290.02,0.0063,0.018271,1.2
2024,PE,2609105,Machados,147.01,0.6853,1.00746,1.2
2024,PE,2609154,Manari,246.01,1.6316,4.013899,1.2
2024,PE,2609204,Maraial,118.01,0.0066,0.007789,1.2
2024,PE,2609303,Mirandiba,217.01,1.3885,3.013184,1.2
2024,PE,2609402,Moreno,651.03,0.3124,2.033818,1.2
2024,PE,2609501,Nazaré da Mata,314.02,0.0053,0.016643,1.2
2024,PE,2609600,Olinda,3815.18,1.8657,71.179813,1.2
2024,PE,2609709,Orobó,246.01,0.0049,0.012054,1.2
2024,PE,2609808,Orocó,215.01,0.4692,1.008827,1.2
2024,PE,2609907,Ouricuri,831.04,0.6067,5.04192,1.2
2024,PE,2610004,Palmares,695.04,1.5883,11.03932,1.2
2024,PE,2610103,Palmeirina,73.01,4.1181,3.006625,1.2
2024,PE,2610202,Panelas,282.01,0.0053,0.014947,1.2
2024,PE,2610301,Paranatama,200.01,2.0064,4.013001,1.2
2024,PE,2610400,Parnamirim,246.03,1.6383,4.030709,1.2
2024,PE,2610509,Passira,309.01,0.9747,3.01192,1.2
2024,PE,2610608,Paudalho,662.06,2.2742,15.056569,1.2
2024,PE,2610707,Paulista,3315.15,1.1506,38.144116,1.2
2024,PE,2610806,Pedra,307.03,2.6156,8.030677,1.2
2024,PE,2610905,Pesqueira,801.03,0.8781,7.033844,1.2
2024,PE,2611002,Petrolândia,526.02,2.4759,13.023729,1.2
2024,PE,2611101,Petrolina,5158.24,1.226,63.240022,1.2
2024,PE,2611200,Poção,152.01,0.6627,1.00737,1.2
2024,PE,2611309,Pombos,277.02,0.3678,1.01888,1.2
2024,PE,2611408,Primavera,141.01,1.4287,2.01461,1.2
2024,PE,2611507,Quipapá,195.01,0.0067,0.013066,1.2
2024,PE,2611533,Quixaba,88,0.0041,0.003608,1.2
2024,PE,2611606,Recife,16089.81,0.9497,152.804926,1.2
2024,PE,2611705,Riacho das Almas,303.02,1.9863,6.018886,1.2
2024,PE,2611804,Ribeirão,401.02,1.7512,7.022662,1.2
2024,PE,2611903,Rio Formoso,275.02,2.5512,7.01631,1.2
2024,PE,2612000,Sairé,94,0.0038,0.003572,1.2
2024,PE,2612109,Salgadinho,50,0.009,0.0045,1.2
2024,PE,2612208,Salgueiro,877.03,0.4596,4.03083,1.2
2024,PE,2612307,Saloá,187.01,0.5402,1.010228,1.2
2024,PE,2612406,Sanharó,263.02,0.767,2.017363,1.2
2024,PE,2612455,Santa Cruz,167.01,0.6066,1.013083,1.2
2024,PE,2612471,Santa Cruz da Baixa Verde,179.01,1.1217,2.007955,1.2
2024,PE,2612505,Santa Cruz do Capibaribe,1465.12,0.759,11.120261,1.2
2024,PE,2612554,Santa Filomena,137.01,2.1948,3.007095,1.2
2024,PE,2612604,Santa Maria da Boa Vista,649.04,0.6231,4.044168,1.2
2024,PE,2612703,Santa Maria do Cambucá,223.01,7.1811,16.014571,1.2
2024,PE,2612802,Santa Terezinha,124.01,0.0042,0.005208,1.2
2024,PE,2612901,São Benedito do Sul,139.01,0.0086,0.011955,1.2
2024,PE,2613008,São Bento do Una,694.04,0.7264,5.041507,1.2
2024,PE,2613107,São Caitano,496.04,0.612,3.035765,1.2
2024,PE,2613206,São João,301.02,0.3378,1.016846,1.2
2024,PE,2613305,São Joaquim do Monte,272.02,0.0071,0.019313,1.2
2024,PE,2613404,São José da Coroa Grande,306.03,1.6441,5.031439,1.2
2024,PE,2613503,São José do Belmonte,483.02,0.8332,4.024523,1.2
2024,PE,2613602,São José do Egito,348.02,1.7288,6.01657,1.2
2024,PE,2613701,São Lourenço da Mata,1250.05,0.4842,6.052742,1.2
2024,PE,2613800,São Vicente Ferrer,216.02,0.4725,1.020695,1.2
2024,PE,2613909,Serra Talhada,1175.05,1.6213,19.051086,1.2
2024,PE,2614006,Serrita,245.01,2.8627,7.013901,1.2
2024,PE,2614105,Sertânia,385.02,1.3046,5.022971,1.2
2024,PE,2614204,Sirinhaém,511.03,1.5708,8.027259,1.2
2024,PE,2614303,Moreilândia,173.01,0.5823,1.007437,1.2
2024,PE,2614402,Solidão,61,0.0041,0.002501,1.2
2024,PE,2614501,Surubim,708.04,0.8526,6.036749,1.2
2024,PE,2614600,Tabira,377.02,0.2693,1.015315,1.2
2024,PE,2614709,Tacaimbó,140.01,0.0057,0.007981,1.2
2024,PE,2614808,Tacaratu,251.02,1.203,3.019771,1.2
2024,PE,2614857,Tamandaré,386.02,0.524,2.022745,1.2
2024,PE,2615003,Taquaritinga do Norte,325.02,1.5448,5.020909,1.2
2024,PE,2615102,Terezinha,74,2.7085,2.00429,1.2
2024,PE,2615201,Terra Nova,127.01,15.7534,20.008393,1.2
2024,PE,2615300,Timbaúba,517.03,1.1656,6.026502,1.2
2024,PE,2615409,Toritama,697.04,0.7229,5.038902,1.2
2024,PE,2615508,Tracunhaém,168.01,0.6005,1.0089,1.2
2024,PE,2615607,Trindade,515.03,0.782,4.027535,1.2
2024,PE,2615706,Triunfo,160.01,1.2545,2.007325,1.2
2024,PE,2615805,Tupanatinga,355.03,0.5712,2.027931,1.2
2024,PE,2615904,Tuparetama,100,0.0021,0.0021,1.2
2024,PE,2616001,Venturosa,256.01,1.1754,3.009142,1.2
2024,PE,2616100,Verdejante,104,1.9275,2.0046,1.2
2024,PE,2616183,Vertente do Lério,89.01,1.1389,1.013735,1.2
2024,PE,2616209,Vertentes,271.02,1.4836,4.020853,1.2
2024,PE,2616308,Vicência,334.02,0.0048,0.016033,1.2
2024,PE,2616407,Vitória de Santo Antão,1592.08,0.9474,15.083366,1.2
2024,PE,2616506,Xexéu,1139.07,0.182,2.073107,1.2
2024,AL,2700102,Água Branca,299.01,0.6712,2.006955,1.2
2024,AL,2700201,Anadia,232,0.4327,1.003864,1.2
2024,AL,2700300,Arapiraca,3500.05,0.2586,9.051129,1.2
2024,AL,2700409,Atalaia,587.01,0.5126,3.009013,1.2
2024,AL,2700508,Barra de Santo Antônio,253.01,1.9782,5.005044,1.2
2024,AL,2700607,Barra de São Miguel,159,0.0012,0.001908,1.2
2024,AL,2700706,Batalha,295,0.001,0.00295,1.2
2024,AL,2700805,Belém,70,0.001,0.0007,1.2
2024,AL,2700904,Belo Monte,105,0.0026,0.00273,1.2
2024,AL,2701001,Boca da Mata,267,1.1254,3.004818,1.2
2024,AL,2701100,Branquinha,153,0.6554,1.002762,1.2
2024,AL,2701209,Cacimbinhas,159,1.2595,2.002605,1.2
2024,AL,2701308,Cajueiro,280.01,0.3592,1.005796,1.2
2024,AL,2701357,Campestre,97,1.0322,1.001234,1.2
2024,AL,2701407,Campo Alegre,467.01,0.8585,4.009281,1.2
2024,AL,2701506,Campo Grande,140,0.0018,0.00252,1.2
2024,AL,2701605,Canapi,248.01,0.4053,1.005185,1.2
2024,AL,2701704,Capela,185,0.0015,0.002775,1.2
